depa_nombre;muni_nombre;codigo_habilitacion;nombre_prestador;nits_nit;razon_social;clpr_codigo;clpr_nombre;ese;direccion;telefono;email;nivel;caracter;habilitado;fecha_radicacion;fecha_vencimiento;fecha_cierre;dv;clase_persona;naju_codigo;naju_nombre;numero_sede_principal;fecha_corte_REPS
AMAZONAS;LETICIA;9100100149;MEDILIVE S.A.S;900924985;MEDILIVE S.A.S;1;Instituciones - IPS;;CALLE 13 N  10-71;3112574871;oapc@hispavista.com;;;SI;2016-02-12;2022-08-31;;1;JURIDICO;1;Privada;1;2022-06-26 14:33:00
AMAZONAS;LETICIA;9100100189;NORDVITAL IPS S.A.S.;900758573;NORDVITAL IPS S.A.S.;1;Instituciones - IPS;;CALLE 12 8-55 BARRIO JOSE MARIA HERNANDEZ;3132740908;calidad@nordvitalips.com;;;SI;2022-01-31;2026-01-30;;7;JURIDICO;1;Privada;1;2022-06-27 14:33:00
AMAZONAS;LETICIA;9100100113;ORGANIZACIONES DE IMAGENOLOGIA COLOMBIANA OIC SA;830009112;ORGANIZACIONES DE IMAGENOLOGIA COLOMBIANA OIC SA;1;Instituciones - IPS;;CALLE 6 N  6-60 ESCANGRAFIA;3115929614;gerenciadminoic@gmail.com;;;SI;2012-06-13;2023-08-31;;9;JURIDICO;1;Privada;1;2022-06-28 14:33:00
AMAZONAS;LETICIA;9100100141;RAFAEL BUSTAMANTE Y CIA LTDA;830142044;RAFAEL BUSTAMANTE Y CIA LTDA;1;Instituciones - IPS;;CARRERA 10 N 12-99 BARRIO VICTORIA REGIA;3125422361;rafaignacio2000@yahoo.es;;;SI;2015-03-18;2022-08-31;;4;JURIDICO;1;Privada;1;2022-06-29 14:33:00
ANTIOQUIA;ABEJORRAL;500204360;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE ABEJORRAL;890980643;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE ABEJORRAL;1;Instituciones - IPS;SI;CALLE Circular X CARRERA Calibio;8647181;abejhs01@edatel.net.co;1;MUNICIPAL;SI;2011-07-25;2023-08-31;;9;JURIDICO;4;Pública;1;2022-06-30 14:33:00
ANTIOQUIA;ALEJANDRÍA;502105098;ESE HOSPITAL PBRO LUIS FELIPE ARBELAEZ;800029509;ESE HOSPITAL PBRO LUIS FELIPE ARBELAEZ;1;Instituciones - IPS;SI;CARRERA 19 N 16 - 70;8660077;hospitalalejandria@gmail.com;1;MUNICIPAL;SI;2006-11-17;2023-08-31;;5;JURIDICO;4;Pública;1;2022-07-01 14:33:00
ANTIOQUIA;AMAGÁ;503004374;ESE HOSPITAL SAN FERNANDO;890906346;ESE HOSPITAL SAN FERNANDO;1;Instituciones - IPS;SI;CARRERA 51 N 52 81;8472926;hospital@eseamaga-antioquia.gov.co;1;MUNICIPAL;SI;2003-04-15;2022-08-31;;1;JURIDICO;4;Pública;1;2022-07-02 14:33:00
ANTIOQUIA;AMALFI;503102091;E.S.E HOSPITAL EL CARMEN;890982101;E.S.E HOSPITAL EL CARMEN;1;Instituciones - IPS;SI;CALLE 23 N 23 - 40;5748300353;gerencia@hospitalelcarmen-amalfi-antioquia.gov.co;1;MUNICIPAL;SI;2006-11-17;2022-08-31;;8;JURIDICO;4;Pública;1;2022-07-03 14:33:00
ANTIOQUIA;ANDES;503404432;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL;890980814;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL;1;Instituciones - IPS;SI;AV MEDELLIN NRO  48-20;5748414343;gestiondocumental@hospitaldeandes.gov.co;1;MUNICIPAL;SI;2006-10-17;2022-08-31;;1;JURIDICO;4;Pública;1;2022-07-04 14:33:00
ANTIOQUIA;ANGELÓPOLIS;503605108;NUEVA EMPRESA SOCIAL DEL ESTADO HOSPITAL LA MISERICORDIA;890980959;NUEVA EMPRESA SOCIAL DEL ESTADO HOSPITAL LA MISERICORDIA;1;Instituciones - IPS;SI;CALLE 8 N 7-108;5748421146;archivodocumental.es@eselamisericordia-angelopolis-antioquia.gov.co;1;MUNICIPAL;SI;2006-11-17;2023-08-31;;0;JURIDICO;4;Pública;1;2022-07-05 14:33:00
ANTIOQUIA;ANGOSTURA;503801538;ESE HOSPITAL SAN RAFAEL;890982183;E.S.E. HOSPITAL SAN RAFAEL DE ANGOSTURA;1;Instituciones - IPS;SI;CARRERA10 N 16 - 1;5748645100;angohs01@edatel.net.co;1;MUNICIPAL;SI;2003-04-10;2023-08-31;;1;JURIDICO;4;Pública;1;2022-07-06 14:33:00
ANTIOQUIA;ANORÍ;504003261;ESE HOSPITAL SAN JUAN DE DIOS DE ANORI;890982138;ESE HOSPITAL SAN JUAN DE DIOS DE ANORI;1;Instituciones - IPS;SI;CALLE ZEA;8350803;anorhs@hospitalanori.gov.co;1;MUNICIPAL;SI;2007-08-31;2022-08-31;;1;JURIDICO;4;Pública;1;2022-07-07 14:33:00
ANTIOQUIA;ANZA;504405014;ESE HOSPITAL SAN FRANCISCO DE ASIS;890397282;E.S.E. HOSPITAL SAN FRANCISCO DE ASIS;1;Instituciones - IPS;SI;CARRERA 8 N 7-29;8522029;hospitalanza@hospitalanza.gov.co - gerencia@hospitalanza-antioquia.gov.co;1;MUNICIPAL;SI;2003-04-14;2022-08-31;;3;JURIDICO;4;Pública;1;2022-07-08 14:33:00
ANTIOQUIA;APARTADÓ;504514003;ATENCIÓN MÉDICA INTEGRAL MIRTIS S.A.S;900805371;ATENCIÓN MÉDICA INTEGRAL MIRTIS S.A.S;1;Instituciones - IPS;;CALLE 95A N 105 - 59;3015252348;atencionmedicaintegralm@gmail.com;;;SI;2015-12-15;2022-08-31;;8;JURIDICO;1;Privada;2;2022-07-09 14:33:00
ANTIOQUIA;APARTADÓ;504514066;CARDIOESTUDIO ZONA FRANCA S.A.S;900728526;CARDIOESTUDIO ZONA FRANCA S.A.S;1;Instituciones - IPS;;CARRERA 100 N 43 - 770 LT C 101 Piso 3;8282745;luz.ortiz@cardioestudio.com;;;SI;2015-03-17;2022-08-31;;2;JURIDICO;1;Privada;1;2022-07-10 14:33:00
ANTIOQUIA;APARTADÓ;504507880;CENTRO DE DIAGNOSTICO ESPECIALIZADO E.U.;811043405;CENTRO DE DIAGNOSTICO ESPECIALIZADO E.U.;1;Instituciones - IPS;;CARRERA 99 N96- 37 - Barrio Barrio los Fundadores;8283101;centrodiagnos@hotmail.com;;;SI;2011-09-28;2022-08-31;;6;JURIDICO;1;Privada;2;2022-07-11 14:33:00
ANTIOQUIA;APARTADÓ;504518392;CENTRO DE VISUALIZACION ORAL CVO S.A.S;901273880;CENTRO DE VISUALIZACION ORAL CVO SA.S;1;Instituciones - IPS;;CARRERA 104 B N97 A 17 barrio nuevo apartado;3053257484;centrocvo@gmail.com;;;SI;2020-02-12;2024-02-11;;4;JURIDICO;1;Privada;1;2022-07-12 14:33:00
ANTIOQUIA;APARTADÓ;504502157;CENTRO DIAGNOSTICO APARTADO CEDA LIMITADA;800005324;CENTRO DIAGNOSTICO APARTADO CEDA LIMITADA;1;Instituciones - IPS;;CALLE 100 N 103 - 26;8280407;cedarxul@edatel.net.co;;;SI;2011-07-26;2022-08-31;;6;JURIDICO;1;Privada;1;2022-07-13 14:33:00
ANTIOQUIA;APARTADÓ;504516209;CLAUDIA PATRICIA AGUADO QUINTERO S.A.S;900996543;CLAUDIA PATRICIA AGUADO QUINTERO S.A.S;1;Instituciones - IPS;;CALLEL 102 Nª 98 -11 LC 201;8283619;althaiasalud@gmaill.com;;;SI;2017-09-20;2023-08-31;;6;JURIDICO;1;Privada;1;2022-07-14 14:33:00
ANTIOQUIA;APARTADÓ;504506160;CLINICA CHINITA S.A.;800123572;CLINICA CHINITA S.A.;1;Instituciones - IPS;;CARRERA 98 N 102 - 11/13/15;8281200,104;clinicachinita@gmail.com;;;SI;2011-05-11;2023-08-31;;1;JURIDICO;1;Privada;1;2022-07-15 14:33:00
ANTIOQUIA;APARTADÓ;504501359;CLINICA DE URABA SA;800058856;CLINICA DE URABA SA;1;Instituciones - IPS;NO;DG 99 E N 106 C -56/58/ 84;5748297878;administracion@clinicadeuraba.com;;;SI;2007-03-26;2022-08-31;;1;JURIDICO;1;Privada;1;2022-07-16 14:33:00
ANTIOQUIA;APARTADÓ;504519811;CLINICAS ODONTOLOGICAS ORAL EXPRESS-MANA S.A.S.;901330992;CLINICAS ODONTOLOGICAS ORAL EXPRESS-MANA S.A.S.;1;Instituciones - IPS;;CARRERA 100 N 88 21 OF 616;3123120168;nadir.hermosa@oralexpress.com.co;;;SI;2022-05-03;2026-05-02;;5;JURIDICO;1;Privada;1;2022-07-17 14:33:00
ANTIOQUIA;APARTADÓ;504513907;CORPORACION IPS CEDISALUD;900467430;CORPORACION IPS CEDISALUD;1;Instituciones - IPS;;CALLE 98 N 102 68;8285537,829;calidad@cedisalud.com;;;SI;2015-12-14;2022-08-31;;3;JURIDICO;1;Privada;1;2022-07-18 14:33:00
ANTIOQUIA;APARTADÓ;504515486;FUNDACION AVIVAR CAD;900986371;FUNDACION AVIVAR CENTRO DE REHABILITACION;1;Instituciones - IPS;;CALLE 95 Nro 100-24;8285959,311;secretaria@fundacionavivar.org;;;SI;2017-03-29;2022-08-31;;3;JURIDICO;1;Privada;1;2022-07-19 14:33:00
ANTIOQUIA;APARTADÓ;504509933;FUNDACION PARA LA INVESTIGACION Y LA PARTICIPACION SOCIAL FUNIPAS;811045445;FUNDACION PARA LA INVESTIGACION Y LA PARTICIPACION SOCIAL FUNIPAS;1;Instituciones - IPS;NO;CALLE 106 N 97- 51;5748283210;funipas@yahoo.com;;;SI;2007-08-10;2022-08-31;;1;JURIDICO;1;Privada;1;2022-07-20 14:33:00
ANTIOQUIA;APARTADÓ;504515953;G Y H OPTICAS S.A.S;900958130;G&H OPTICAS SAS;1;Instituciones - IPS;;CARRERA 102 N 98-49;8282961;opticamundoapartado@hotmail.com;;;SI;2017-07-25;2022-08-31;;6;JURIDICO;1;Privada;1;2022-07-21 14:33:00
ANTIOQUIA;APARTADÓ;504511076;GASTROMEDIC S.A.S.;900320195;GASTROMEDIC S.A.S.;1;Instituciones - IPS;;CARRERA 98 N106 - 78;8280848;hermesfrancisco1964@live.com;;;SI;2009-12-11;2023-08-31;;5;JURIDICO;1;Privada;1;2022-07-22 14:33:00
ANTIOQUIA;APARTADÓ;504518692;GLOBAL CARE IPS S.A.S;901246529;GLOBAL CARE IPS S.A.S;1;Instituciones - IPS;;CARRERA 105 N 94 - 63 Piso 1 Nuevo Apartado;8156971,314;direcciongeneral@globalcareips.net;;;SI;2020-02-12;2024-02-11;;9;JURIDICO;1;Privada;1;2022-07-23 14:33:00
ANTIOQUIA;APARTADÓ;504518613;GOLDEN SERVICES OUTSOURCING S.A.S;900795746;GOLDEN SERVICES OUTSOURCING S.A.S;1;Instituciones - IPS;;CALLE 98 N 100-49;3104142530;gerencia@goldenservices.com.co;;;SI;2021-03-24;2025-03-23;;1;JURIDICO;1;Privada;1;2022-07-24 14:33:00
ANTIOQUIA;APARTADÓ;504519488;INSTITUTO DE DOLOR DEL PACIFICO S.A.S;901012362;INSTITUTO DE DOLOR DEL PACIFICO S.A.S.;1;Instituciones - IPS;;CALLE 102 N 98-23;3122611703;institutodedolorapartado@gmail.com;;;SI;2021-03-26;2025-03-25;;1;JURIDICO;1;Privada;1;2022-07-25 14:33:00
ANTIOQUIA;APARTADÓ;504511426;INSTITUTO RADIOLÓGICO ORAL DE URABÁ S.A.S.;900199315;INSTITUTO RADIOLÓGICO ORAL DE URABÁ S.A.S.;1;Instituciones - IPS;;CARRERA 99 N 96 - 35 LC 103;8286887;institutoradiologicooraldeuraba@hotmail.com;;;SI;2010-08-31;2022-08-31;;4;JURIDICO;1;Privada;1;2022-07-26 14:33:00
ANTIOQUIA;APARTADÓ;504515633;INTEGRAL SALUD SEGURIDAD Y SALUD EN EL TRABAJO DE URABA S.A.S;900989341;INTEGRAL SALUD SEGURIDAD Y SALUD EN EL TRABAJO DE URABA S.A.S;1;Instituciones - IPS;;CARRERA 99 NUMERO 97- 16;8282525;isaluduraba@gmail.com;;;SI;2017-03-31;2023-08-31;;6;JURIDICO;1;Privada;1;2022-07-27 14:33:00
ANTIOQUIA;APARTADÓ;504509446;INTISALUD IPS S.A.S.;900073356;INTISALUD IPS S.A.S.;1;Instituciones - IPS;NO;CALLE 103 N 97 - 101 - 107;8156915;briseida@intisalud.net;;;SI;2007-11-17;2022-08-31;;4;JURIDICO;1;Privada;1;2022-07-28 14:33:00
ANTIOQUIA;APARTADÓ;504520120;INVERSIONES UROLOGIA AVANZADA S.A.S ZOMAC;901461976;INVERSIONES UROLOGIA AVANZADA S.A.S ZOMAC;1;Instituciones - IPS;;CALLE 100 N 88 - 21 P1 LOCAL 117 EDIFICIO CENTRO EMPRESARIAL SANTAMARIA;3115373408;ips@urologiavanzada.com;;;SI;2022-05-02;2026-05-01;;9;JURIDICO;1;Privada;1;2022-07-29 14:33:00
ANTIOQUIA;APARTADÓ;504513854;IPS REINTEGRAS EN SALUD S.A.S;900783786;IPS REINTEGRAS EN SALUD S.A.S;1;Instituciones - IPS;;CARRERA 102 N  103-20;3015557753;ipsreintegras@hotmail.com;;;SI;2015-06-16;2022-08-31;;4;JURIDICO;1;Privada;1;2022-07-30 14:33:00
ANTIOQUIA;APARTADÓ;504508430;LABORATORIO CITOLÓGICO Y PATOLÓGICO URABÁ S.A.S.;811040808;LABORATORIO CITOLÓGICO Y PATOLÓGICO URABÁ S.A.S.;1;Instituciones - IPS;;CALLE 103 A N 100-94 BARRIO VELEZ;8153332,3137331313,3004280272;biopreverips.a.s@gmail.com;;;SI;2016-06-14;2022-08-31;;7;JURIDICO;1;Privada;1;2022-07-31 14:33:00
ANTIOQUIA;APARTADÓ;504513539;MEDIALCO ZONA FRANCA S.A.S;900577446;MEDIALCO ZONA FRANCA S.A.S;1;Instituciones - IPS;;CARRERA 100 CALLE 43 - 770 ZONA FRANCA LOTE C 1001 PI 3;3134928707;gerenciaapartado@nefrouros.net;;;SI;2014-07-17;2022-08-31;;2;JURIDICO;1;Privada;1;2022-08-01 14:33:00
ANTIOQUIA;APARTADÓ;504514489;MEDICINA EN ACCION I.P.S. COLOMBIA S.A.S;900477658;MEDICINA EN ACCION I.P.S. COLOMBIA S.A.S;1;Instituciones - IPS;;CARRERA 118 N 100 F -53;3004661539;MEDICINAENACCIONAPARTADOR@GMAIL.COM;;;SI;2016-05-04;2022-08-31;;8;JURIDICO;1;Privada;1;2022-08-02 14:33:00
ANTIOQUIA;APARTADÓ;504509510;OFTALMOSERVICIOS IPS S.A.S.;811038804;OFTALMOSERVICIOS IPS S.A.S.;1;Instituciones - IPS;;CARRERA 98 N103-89;8287020;gerencia@clofan.com;;;SI;2011-02-23;2022-08-31;;1;JURIDICO;1;Privada;1;2022-08-03 14:33:00
ANTIOQUIA;APARTADÓ;504511606;OMEGA ODONTOLOGOS MEDICOS ESPECIALIZADOS Y GENERALES ASOCIADOS SAS;900358719;OMEGA ODONTOLOGOS MEDICOS ESPECIALIZADOS Y GENERALES ASOCIADOS SAS;1;Instituciones - IPS;;CALLE 98 A 105-B-70;8280531,313;omega-sas@hotmail.com;;;SI;2016-06-13;2022-08-31;;9;JURIDICO;1;Privada;1;2022-08-04 14:33:00
ANTIOQUIA;APARTADÓ;504510977;ORGANIZACIONES DE IMAGENOLOGIA COLOMBIANA O.I.C.S.A.;830009112;ORGANIZACIONES DE IMAGENOLOGIA COLOMBIANA OIC SA;1;Instituciones - IPS;;CALLE 103 N 97-54 LC 103;8289130;gerenciadminoic@gmail.com;;;SI;2009-09-24;2023-08-31;;9;JURIDICO;1;Privada;1;2022-08-05 14:33:00
ANTIOQUIA;APARTADÓ;504510104;ORTOCLINICAS DE URABA S.A.S;900175791;ORTOCLINICAS DE URABA S.A.S;1;Instituciones - IPS;;CARRERA 100 N  95 - 12 piso 2;8282004;ramijarama@hotmail.com;;;SI;2015-10-06;2022-08-31;;3;JURIDICO;1;Privada;1;2022-08-06 14:33:00
ANTIOQUIA;APARTADÓ;504513197;PROMOTORA CLINICA ZONA FRANCA DE URABA SAS;900390423;PROMOTORA CLINICA ZONA FRANCA DE URABA SAS;1;Instituciones - IPS;;CARRERA 100 N 43-770 LT C101;548293198;info@clinpanamericana.com;;;SI;2014-01-13;2022-08-31;;9;JURIDICO;1;Privada;1;2022-08-07 14:33:00
ANTIOQUIA;APARTADÓ;504502098;PROSALUD S.A.S.;800091462;PROSALUD S.A.S.;1;Instituciones - IPS;NO;CARRERA 100 N 95-23;8280200,302;calidad@ipsprosalud.com;;;SI;2003-04-10;2022-08-31;;0;JURIDICO;1;Privada;1;2022-08-08 14:33:00
ANTIOQUIA;APARTADÓ;504508091;SALUD DARIEN I.P.S. S.A.;811045925;SALUD DARIEN I.P.S. S.A.;1;Instituciones - IPS;;CALLE 100 N 94 A - 30 / 42;8264050;calidad@saluddarien.com;;;SI;2011-04-14;2023-08-31;;3;JURIDICO;1;Privada;1;2022-08-09 14:33:00
ANTIOQUIA;APARTADÓ;504510259;SONOIMAGENES S.A.S.;900172401;SONOIMAGENES S.A.S.;1;Instituciones - IPS;NO;CARRERA 99 N97-18;8281064;sonoimagenesltda@hotmail.com;;;SI;2008-05-15;2022-08-31;;2;JURIDICO;1;Privada;1;2022-08-10 14:33:00
ANTIOQUIA;APARTADÓ;504508671;UNLAB S.A.S;900021323;UNLAB S.A.S;1;Instituciones - IPS;NO;CALLE 103 N 97 80;5748285196;secretaria@unlab.co;;;SI;2006-11-17;2022-08-31;;9;JURIDICO;1;Privada;1;2022-08-11 14:33:00
ANTIOQUIA;APARTADÓ;504512253;URAMEDICOS S.A.S.;900497151;URAMEDICOS S.A.S.;1;Instituciones - IPS;;CARRERA 98 N 103-29/37;8156972;uramedicos@gmail.com;;;SI;2012-03-13;2023-08-31;;1;JURIDICO;1;Privada;1;2022-08-12 14:33:00
ANTIOQUIA;APARTADÓ;504512420;VISION TOTAL S.A.S;830504734;VISION TOTAL S.A.S;1;Instituciones - IPS;;CALLE 103 N 97- 54 LOCAL 106 SALUD PLAZA BARRIO LA CHINITA;3017674170;visiontotaleu@yahoo.es;;;SI;2012-06-29;2022-08-31;;2;JURIDICO;1;Privada;1;2022-08-13 14:33:00
ANTIOQUIA;ARBOLETES;505102323;E.S.E. HOSPITAL PEDRO NEL CARDONA;890982134;E.S.E. HOSPITAL PEDRO NEL CARDONA;1;Instituciones - IPS;SI;BARRIO EL DEPORTIVO;948200026;secretaria@esehpncarboletes-antioquia.gov.co;1;MUNICIPAL;SI;2003-04-16;2023-08-31;;0;JURIDICO;4;Pública;1;2022-08-14 14:33:00
ANTIOQUIA;ARBOLETES;505112915;PROMOSALUD IPS T&E S.A.S.;900192459;PROMOSALUD IPS T&E S.A.S.;1;Instituciones - IPS;;CARRERA 30 numero 31-25;3215392270;calidad@promosaludips.com;;;SI;2019-11-05;2023-11-04;;4;JURIDICO;1;Privada;1;2022-08-15 14:33:00
ANTIOQUIA;ARBOLETES;505118244;RETINHER S.A.S;900733517;RETINHER S.A.S;1;Instituciones - IPS;;CALLE 26 16 - 20 LAS DELICIAS;3205764107;retinhersas@gmail.com;;;SI;2019-11-06;2023-11-05;;6;JURIDICO;1;Privada;1;2022-08-16 14:33:00
ANTIOQUIA;ARGELIA;505505479;E.S.E. HOSPITAL SAN JULIAN;890981851;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JULIAN;1;Instituciones - IPS;SI;CALLE 31 N32-14;8650000,315;gerencia@hospitalsanjulian.gov.co;1;MUNICIPAL;SI;2018-07-17;2023-08-31;;9;JURIDICO;4;Pública;1;2022-08-17 14:33:00
ANTIOQUIA;ARMENIA;505905506;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN MARTIN DE PORRES;890982153;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN MARTIN DE PORRES;1;Instituciones - IPS;SI;CALLE 11 N 6-69;5748559352;hsmpgerencia@gmail.com;1;MUNICIPAL;SI;2006-11-14;2022-08-31;;0;JURIDICO;4;Pública;1;2022-08-18 14:33:00
ANTIOQUIA;BARBOSA;507909669;FUNDACIÓN LA LUZ - CENTRO NACIONAL PARA EL TRATAMIENTO DE LA DROGADICCIÓN;811004956;FUNDACIÓN LA LUZ - CENTRO NACIONAL PARA EL TRATAMIENTO DE LA DROGADICCIÓN;1;Instituciones - IPS;NO;Intercambio Vial El Hatillo Vía Barbosa - FINCA LA QUERIDURA;3017481056;representantelegal@fundacionlaluz.net;;;SI;2007-01-17;2022-08-31;;6;JURIDICO;1;Privada;2;2022-08-19 14:33:00
ANTIOQUIA;BARBOSA;507904077;ESE HOSPITAL SAN VICENTE DE PAUL;890905193;ESE HOSPITAL SAN VICENTE DE PAUL;1;Instituciones - IPS;SI;CARRERA 17 N 10 - 34;5744061341;esebarbosa@une.net.co;1;MUNICIPAL;SI;2006-11-17;2023-08-31;;7;JURIDICO;4;Pública;1;2022-08-20 14:33:00
ANTIOQUIA;BARBOSA;507916048;IMÁGENES ECORAY IPS S.A.S;901062552;IMÁGENES ECORAY IPS S.A.S;1;Instituciones - IPS;;CARRERA 15 N 10 30;3148215315;imagenesecoray@hotmail.com;;;SI;2017-11-30;2023-08-31;;8;JURIDICO;1;Privada;1;2022-08-21 14:33:00
ANTIOQUIA;BARBOSA;507909878;IPS CASA DE LA SALUD BARBOSA S.A.S.;900160035;IPS CASA DE LA SALUD BARBOSA S.A.S.;1;Instituciones - IPS;;CALLE 15 N 13 - 43;4060363;casadelasaludbarbosa@hotmail.com;;;SI;2012-08-03;2022-08-31;;8;JURIDICO;1;Privada;1;2022-08-22 14:33:00
ANTIOQUIA;BELLO;508811752;CLINICA NEFROUROS SAS;900231793;CLINICA NEFROUROS SAS;1;Instituciones - IPS;;Diagonal 50A N38-20 Piso N 4 Centro Empresarial Tierragro;6045313,321;gerenciabello@nefrouros.net;;;SI;2011-03-28;2022-08-31;;8;JURIDICO;1;Privada;1;2022-08-23 14:33:00
ANTIOQUIA;BELLO;508805042;DENTOTAL S.A.S;811007847;DENTOTAL S.A.S;1;Instituciones - IPS;NO;AK 50 N 50 - 15 OF 317;4442105;dentotal@une.net.co;;;SI;2006-11-17;2022-08-31;;5;JURIDICO;1;Privada;1;2022-08-24 14:33:00
ANTIOQUIA;BELLO;508804734;E.S.E. HOSPITAL MENTAL DE ANTIOQUIA MARÍA UPEGUI - HOMO;890905166;E.S.E. HOSPITAL MENTAL DE ANTIOQUIA MARÍA UPEGUI - HOMO;1;Instituciones - IPS;SI;CALLE 38 N 55-310 BARRIO SANTA ANA;4448330;gerencia@homo.gov.co;2;DEPARTAMENTAL;SI;2003-04-11;2022-08-31;;8;JURIDICO;4;Pública;1;2022-08-25 14:33:00
ANTIOQUIA;BELLO;508804909;EMPRESA SOCIAL DEL ESTADO BELLO SALUD;800174995;EMPRESA SOCIAL DEL ESTADO BELLO SALUD;1;Instituciones - IPS;SI;CALLE 54 N  56 A 11;4482030;gestiondocumental@esebellosalud.gov.co;1;MUNICIPAL;SI;2003-04-14;2022-08-31;;1;JURIDICO;4;Pública;1;2022-08-26 14:33:00
ANTIOQUIA;BELLO;508805618;ESE HOSPITAL MARCO FIDEL SUAREZ;890985703;E.S.E. HOSPITAL MARCO FIDEL SUAREZ;1;Instituciones - IPS;SI;CALLE 44 N 49B-90;4547510;gerencia@hmfs.gov.co;2;DEPARTAMENTAL;SI;2003-04-15;2022-08-31;;5;JURIDICO;4;Pública;1;2022-08-27 14:33:00
